name,tags
Conquest of Elysium 5,"Strategy,Turn-Based Strategy,Fantasy,4X,Magic,Roguelike,Exploration,Medieval,Moddable,Roguelite,Procedural Generation,Co-op,Asynchronous Multiplayer,Local Co-Op,Local Multiplayer,Multiplayer,Singleplayer,2D,Indie,PvP"
Undead Citadel,"Violent,Gore,Action,Indie,VR,Adventure,Zombies,RPG,Horror,Survival,Early Access,Swordplay,First-Person,Medieval,Fighting,Survival Horror,Parkour"
YOU and ME and HER: A Love Story,"Visual Novel,Psychological Horror,Adventure,Sexual Content,Anime,Romance,Story Rich,Horror,Nudity,Multiple Endings,Hentai,Great Soundtrack,Singleplayer,Gore,Dating Sim,Dark,Choices Matter,Cute,Mature,Psychological"
Humanity,"Puzzle,Puzzle Platformer,Singleplayer,Dog,Casual,Lemmings,Action,Story Rich,Adventure,Exploration,VR,3D,Minimalist,Stylized,Level Editor,Third Person,Logic,Atmospheric,Difficult,Fantasy"
The Last Campfire,"Puzzle,Adventure,Singleplayer,Indie,Emotional,Cute,Story Rich,Atmospheric,Relaxing,Fantasy,Family Friendly,3D Platformer,Narration,Soundtrack,Dark Fantasy,Puzzle Platformer,Philosophical,3D,Controller,Dark"
Spiritfarer®: Farewell Edition,"Emotional,Story Rich,Indie,Management,Building,Adventure,Hand-drawn,Female Protagonist,Exploration,Relaxing,Platformer,Atmospheric,Local Co-Op,Crafting,Co-op,Funny,Simulation,Cartoony,Farming Sim,Fishing"
Swords & Souls: Neverseen,"Indie,RPG,Turn-Based Combat,Character Customization,Action RPG,Singleplayer,Turn-Based,Idler,Funny,2D,Fantasy,Casual,Strategy,Relaxing,Minigames,Cartoony,Colorful,Strategy RPG,Archery,Action"
Loop Hero,"Tactical,Roguelike,Deckbuilding,Pixel Graphics,Choices Matter,Roguelite,Indie,Card Game,Resource Management,Strategy RPG,2D,Dark Fantasy,Old School,Story Rich,Fantasy,RPG,Time Management,Turn-Based Tactics,Minimalist,Adventure"
Insect Swarm,"Early Access,Adventure,Top-Down Shooter,Combat,Looter Shooter,Twin Stick Shooter,Relaxing,Mechs,Isometric,Exploration,Survival,Hack and Slash,2.5D,Controller,Sci-fi,Physics,Singleplayer,Flight,Roguelite,Action-Adventure"
Myst,"Adventure,Exploration,Puzzle,VR,First-Person,Story Rich,Singleplayer,Multiple Endings,3D,Indie,Realistic,Choices Matter,Mystery,Point & Click,Classic,Atmospheric,Walking Simulator"
Hubris,"VR,Action,Adventure,Sci-fi,Shooter,Story Rich,Exploration,Combat,First-Person,Gun Customization,FPS,Narration,3D Platformer,Realistic,Action-Adventure,3D,Atmospheric,Futuristic,Space,6DOF"
Serious Sam 3 VR: BFE,"Action,Indie,VR,Gore,FPS,First-Person"
Atlantica Global,"Free to Play,RPG,Massively Multiplayer,Adventure,Strategy,Action,Casual,Nudity,Turn-Based Combat,MMORPG,Anime,Turn-Based"
Shadowrun: Hong Kong - Extended Edition,"RPG,Cyberpunk,Turn-Based,Story Rich,Isometric,Strategy,Indie,Adventure,Turn-Based Tactics,Singleplayer,CRPG,Turn-Based Combat,Atmospheric,Sci-fi,Kickstarter,Tactical,Great Soundtrack,Fantasy,Female Protagonist,Action"
[Chilla's Art] The Closing Shift | 閉店事件,"Action,Adventure,1990's,Simulation,Casual,Anime,Immersive Sim,Survival Horror,Life Sim,Puzzle,Walking Simulator,Exploration,Hidden Object,FPS,3D,Cinematic,First-Person,Abstract,Psychedelic,Realistic"
Planet Nomads,"Sci-fi,Procedural Generation,Physics,Open World Survival Craft,Driving,Sandbox,Indie,Survival,Voxel,Destruction,Singleplayer,Automation,Aliens,Multiple Endings,Grand Strategy,Realistic,3D,Flight,Crafting,Simulation"
POSTAL 4: No Regerts,"Adventure,Gore,Singleplayer,Open World,First-Person,Sandbox,Third Person,Comedy,FPS,Dark Humor,Shooter,Dark Comedy,Action,Action-Adventure,Hack and Slash,Shoot 'Em Up,Funny,Survival,Parody,Story Rich"
Higurashi When They Cry Hou - Rei,"Adventure,Visual Novel,Cute,2D,Funny,Anime,Story Rich,Comedy,Emotional,Linear,Singleplayer,Female Protagonist,1980s,Gore,Sexual Content,Psychological Horror,Horror,Indie,Magic,Mystery"
Farming Simulator 19,"Simulation,Farming Sim,Multiplayer,Agriculture,Realistic,Open World,Driving,Singleplayer,Management,Automobile Sim,Moddable,Co-op,Resource Management,Relaxing,First-Person,Online Co-Op,Economy,Family Friendly,Atmospheric,Strategy"
Carrier Command 2,"Strategy,Simulation,Adventure,War,RTS,Action-Adventure,Exploration,Wargame,Real Time Tactics,Grand Strategy,PvP,First-Person,3D,Atmospheric,Character Customization,Combat,Futuristic,Military,Management,Old School"
Move or Die,"Multiplayer,Funny,Local Multiplayer,Action,Fast-Paced,2D,Indie,4 Player Local,Online Co-Op,Platformer,Casual,Competitive,Co-op,Local Co-Op,Arcade,Great Soundtrack,Memes,Party Game,Singleplayer,Party"
Fairune Collection,"Female Protagonist,Cute,Loot,Pixel Graphics,Exploration,2D,Puzzle,Fantasy,Indie,Adventure,Retro,Singleplayer,JRPG,Hidden Object,Top-Down,1980s,1990's,Anime,RPG,Casual"
State of War : Warmonger / 蓝色警戒 (Classic 2000),"Strategy,Action,Singleplayer,RTS,Old School,Wargame,Level Editor,Classic,War,Indie"
Town of Salem,"Multiplayer,Strategy,Mystery,Indie,RPG,Social Deduction,Casual,Werewolves,Funny,Co-op,Great Soundtrack,Tactical,Survival,Board Game,2D,Massively Multiplayer,Memes,Comedy,Family Friendly,Action"
The Game of Annie 安妮的游戏,"Female Protagonist,Sexual Content,Action,Post-apocalyptic,Third-Person Shooter,Shooter,3D,Violent,Indie,Nudity,Singleplayer,NSFW,Character Customization,Mature,Hentai"
Baldi's Basics Plus,"Roguelite,Stealth,Procedural Generation,Horror,3D,Funny,First-Person,Indie,Parody,Retro,Perma Death,Exploration,Singleplayer,Action,Early Access,Surreal,1990's,Survival Horror,Satire,Roguelike"
Karate Master 2 Knock Down Blow,"2D Fighter,Action,Sports,RPG,Indie,Fighting,Martial Arts,1980s,Beat 'em up,Simulation,2D,Retro"
Wall World,"Roguelite,Mining,Tower Defense,Difficult,Strategy,Roguelike,Pixel Graphics,Procedural Generation,Exploration,Mechs,Management,Aliens,Singleplayer,Action-Adventure,Action,Combat,Side Scroller,Sci-fi,2D,Resource Management"
Zup! F,"Puzzle,Casual,Indie,Fast-Paced,2D,Physics,Short,Relaxing,Minimalist,Puzzle Platformer,Point & Click,Mouse only,Singleplayer,Cute,Trading Card Game,Cyberpunk,Family Friendly,Atmospheric,PvE,Fighting"
THE HOUSE OF THE DEAD: Remake,"Action,On-Rails Shooter,Shooter,First-Person,Horror,Zombies,3D,1990's,Arcade,Local Co-Op,Old School,Violent,Gore,Remake,Local Multiplayer,Combat,Singleplayer,Co-op,Multiple Endings"
THE GAME OF LIFE,"Board Game,Multiplayer,Tabletop,Casual,Family Friendly,Adventure,Simulation,Turn-Based,Card Game,Addictive,Turn-Based Strategy,Classic,Strategy,Online Co-Op,Singleplayer,Cult Classic,Funny,Psychological Horror,Co-op"
Surviving Mars,"Colony Sim,City Builder,Strategy,Survival,Space,Base Building,Mars,Simulation,Sci-fi,Resource Management,Singleplayer,Building,Management,Sandbox,Space Sim,Futuristic,Open World,RTS,Great Soundtrack,Moddable"
Icewind Dale: Enhanced Edition,"RPG,Dungeons & Dragons,Fantasy,CRPG,Party-Based RPG,Adventure,Tabletop,Character Customization,Singleplayer,Co-op,Dungeon Crawler,Multiplayer,Magic,Retro,Action-Adventure,Open World,Isometric,Old School,Real-Time with Pause,Story Rich"
Cell to Singularity - Evolution Never Ends,"Clicker,Free to Play,Simulation,Science,Casual,Historical,Idler,Singleplayer,Early Access,Education,Dinosaurs,God Game,Space,Sci-fi,Sandbox,Point & Click,Multiplayer"
Vermillion - VR Painting,"VR,Sandbox,Simulation,Design & Illustration,Immersive Sim,Casual,Crafting,3D,First-Person,Indie,Realistic,Singleplayer,Education,Atmospheric,Family Friendly,Relaxing,Level Editor,Moddable,Tutorial,Survival"
Oriental Empires,"Strategy,Simulation,Indie,Historical,Turn-Based,4X,Military,Sandbox,PvP,Grand Strategy,War,Adventure,Turn-Based Strategy,Early Access,Tactical,Survival,Great Soundtrack,Multiplayer,RTS,Online Co-Op"
Buccaneers!,"Pirates,Action,Naval,RPG,Open World,Sailing,Sandbox,Naval Combat,Stylized,VR,3D,6DOF,Singleplayer,FPS,Colorful,Combat,Action RPG,Historical,Casual,Adventure"
Creepy Tale 2,"Dark,Horror,Singleplayer,Indie,Narration,Drama,Escape Room,Puzzle,Side Scroller,Point & Click,Mystery,Action-Adventure,Lore-Rich,2D,Story Rich,Hand-drawn,Atmospheric,Adventure,RPG,2D Platformer"
Fancy Skiing VR,"Sports,Adventure,VR"
ATOM RPG: Post-apocalyptic indie game,"CRPG,Exploration,Survival,Puzzle,Turn-Based,Sandbox,RPG,Post-apocalyptic,Isometric,Alternate History,Strategy,Open World,Story Rich,Turn-Based Combat,Simulation,Tactical,Atmospheric,Mystery,Singleplayer,Indie"
Tank Mechanic Simulator,"Tanks,Simulation,World War II,Realistic,Singleplayer,First-Person,Building,Action,Relaxing,Indie,Management,Walking Simulator,Crafting,Economy,Casual,Exploration,Resource Management,Adventure,Atmospheric,Family Friendly"
Battlefleet Gothic: Armada,"Strategy,Warhammer 40K,Space,RTS,Sci-fi,Games Workshop,Multiplayer,Singleplayer,Tactical,Real Time Tactics,Gothic,Fantasy,Action,War,Co-op,Great Soundtrack,Survival,Difficult,Dark Fantasy,Naval"
X-Plane 11,"Simulation,Flight,Realistic,Open World,Multiplayer,VR,Singleplayer,Physics,First-Person,Sandbox,Atmospheric,Adventure,Family Friendly,Third Person,Education,Action,Exploration,Beautiful,Massively Multiplayer,Controller"
The Labyrinth of Grisaia,"Visual Novel,Anime,Adventure,Story Rich,Casual,Sexual Content,Nudity,Romance,Cute,Mature,Singleplayer,Violent,Dating Sim,2D,Drama,Sequel,Great Soundtrack"
ELEX,"RPG,Open World,Singleplayer,Post-apocalyptic,Sci-fi,Fantasy,Adventure,Action,Third Person,Gothic,Story Rich,Atmospheric,Choices Matter,Difficult,War,Futuristic,Violent,Dark Fantasy,Base Building,Third-Person Shooter"
Natural Selection 2,"Multiplayer,Strategy,FPS,Team-Based,Action,Sci-fi,RTS,Aliens,Indie,Competitive,Shooter,Co-op,Tactical,Moddable,First-Person,Space,Futuristic,Atmospheric,Online Co-Op,Adventure"
MechWarrior 5: Mercenaries,"Mechs,Simulation,FPS,Action,Shooter,Co-op,Vehicular Combat,First-Person,Moddable,Destruction,3D,Singleplayer,Online Co-Op,Combat,Futuristic,Tutorial,Economy,Management,PvE,Resource Management"
To the Moon,"Story Rich,Great Soundtrack,Indie,Emotional,RPGMaker,Adventure,Pixel Graphics,Singleplayer,Interactive Fiction,RPG,Romance,Short,2D,Funny,Psychological,Retro,Cute,Linear,Casual,Female Protagonist"
Full Void,"Puzzle Platformer,2D Platformer,Pixel Graphics,Adventure,Dystopian,Action,Indie,2D,Singleplayer,Platformer,Linear,Puzzle,Story Rich,Post-apocalyptic,Retro"
Glitchpunk,"Early Access,Cyberpunk,Top-Down Shooter,Action,Hacking,Automobile Sim,Open World,Shooter,Top-Down,Romance,Crime,Dark,Dark Humor,Dystopian,Destruction,Futuristic,Combat,Old School,Transhumanism,Noir"
Youtubers Life 2,"Life Sim,Character Customization,Simulation,Casual,Strategy,Time Management,Management,Funny,Family Friendly,Immersive Sim,Female Protagonist,Sandbox,Cute,Relaxing,Comedy,Cartoony,Open World,LGBTQ+,Singleplayer,Memes"
Leisure Suit Larry - Wet Dreams Dry Twice,"Point & Click,Adventure,Sexual Content,Comedy,Puzzle,2D,Retro,Nudity,Story Rich,Cartoon,Cartoony,LGBTQ+,Romance,Atmospheric,Singleplayer,Mature,Linear,Casual,Funny,Old School"
Easy Red 2,"World War II,Action,Indie,Simulation,Strategy,Singleplayer,FPS,Gore,Violent,Multiplayer,War,Sandbox,Shooter,Realistic,Atmospheric,Wargame,Historical,Immersive Sim,Team-Based,Grand Strategy"
BattleBlock Theater®,"Co-op,Funny,Platformer,Comedy,Level Editor,Multiplayer,Local Co-Op,2D,Cats,Online Co-Op,Action,Side Scroller,Local Multiplayer,Casual,2D Platformer,Singleplayer,Indie,Puzzle Platformer,Puzzle,Narration"
Day of Defeat: Source,"FPS,World War II,Multiplayer,Action,Shooter,Military,Team-Based,War,First-Person,Historical,Class-Based,Classic,Tactical,Realistic,Online Co-Op,Gore,Strategy,Massively Multiplayer,Simulation,Comedy"
Fast and Low,"VR,Online Co-Op,Local Co-Op,Tactical,Violent,Cartoony,Action,Real Time Tactics,FPS,Gore,Indie,Singleplayer,First-Person,Simulation,Shooter,3D,Bullet Time,Asymmetric VR,Co-op,Local Multiplayer"
Ben and Ed,"Action,Parkour,Zombies,Multiplayer,Funny,3D Platformer,Gore,Indie,Adventure,Singleplayer,Difficult,Horror,Comedy,Great Soundtrack,Co-op,Sports,Blood,Platformer,Dark Humor,Dark"
STAND OUT : VR Battle Royale,"Battle Royale,Massively Multiplayer,Action,Simulation,VR,FPS,Multiplayer,Early Access"
Higurashi When They Cry Hou - Ch. 5 Meakashi,"Adventure,Visual Novel,Horror,Psychological Horror,Anime,Great Soundtrack,Mystery,Story Rich,Singleplayer,Dark,Female Protagonist,Atmospheric,Cute,2D,Casual"
Castlevania: Lords of Shadow 2,"Action,Adventure,Vampire,Hack and Slash,Gothic,Singleplayer,Third Person,Fantasy,Sequel,Metroidvania,Action RPG,Dark,Epic,Violent,Gore,Atmospheric,Story Rich,RPG,Great Soundtrack,Horror"
Bendy and the Dark Revival,"Horror,Action,First-Person,Singleplayer,Adventure,Survival Horror,Indie,Cartoony,Story Rich,Puzzle,Survival,Dark,Action-Adventure,Sequel,Stealth,Combat,Strategy,Atmospheric,Great Soundtrack,Casual"
Beautiful Mystic Survivors,"Early Access,Action Roguelike,Bullet Hell,Shoot 'Em Up,Roguelite,Casual,Action,Anime,RPG,Singleplayer,Dark Fantasy,Action RPG,Nudity,Roguelike,3D,Survival,Perma Death,Fantasy,Procedural Generation,Colorful"
Deck of Ashes,"Card Battler,RPG,Indie,Deckbuilding,Roguelike Deckbuilder,Strategy,Adventure,Roguelite,Card Game,Singleplayer,Turn-Based,Procedural Generation,Replay Value,Turn-Based Combat,Dark Fantasy,Hand-drawn,2D,Early Access,Dark,Roguelike"
RuneScape ®,"Free to Play,MMORPG,Open World,Massively Multiplayer,RPG,Multiplayer,Fantasy,Character Customization,Story Rich,Adventure,PvE,Lore-Rich,PvP,Classic,Cult Classic,Point & Click,Great Soundtrack,Exploration,Casual,Action"
Tasty Blue,"Casual,Action,Indie,Singleplayer,Underwater,Funny,Local Co-Op,2D,Multiplayer,Free to Play,Cute,Survival,Adventure,Horror,Family Friendly,Local Multiplayer,Relaxing,Split Screen,Comedy,Controller"
Takelings House Party,"4 Player Local,Asymmetric VR,Local Multiplayer,VR,Minigames,Funny,Comedy,Arcade,Lemmings,Casual,Indie,Early Access,Local Co-Op,Colorful,3D,Cartoony,Cute,Dark Comedy,Stealth,PvP"
Psych,"Horror,Psychological Horror,Dark,Survival Horror,Thriller,Atmospheric,Crime,Action-Adventure,Adventure,Exploration,Dynamic Narration,Emotional,Puzzle,Realistic,Open World,Interactive Fiction,Action,Singleplayer,Indie,First-Person"
Doki Doki Literature Club!,"Psychological Horror,Visual Novel,Anime,Free to Play,Horror,Dating Sim,Cute,Dark,Story Rich,Romance,Singleplayer,Great Soundtrack,Gore,Violent,Indie,Sexual Content,Memes,First-Person,Casual,Adventure"
Low Magic Age,"Early Access,Dungeons & Dragons,Turn-Based Combat,Turn-Based Tactics,Party-Based RPG,Turn-Based Strategy,Turn-Based,Dungeon Crawler,Grid-Based Movement,Team-Based,Medieval,Old School,Character Customization,Traditional Roguelike,Tactical RPG,Strategy RPG,CRPG,Sandbox,Roguelike,Adventure"
Per Aspera,"City Builder,Resource Management,Real-Time with Pause,Colony Sim,Base Building,Simulation,Automation,Strategy,Space,Sandbox,Science,Mars,Sci-fi,Artificial Intelligence,Indie,Mystery,Difficult,Minimalist,Singleplayer,Story Rich"
Budget Cuts 2: Mission Insolvency,"Adventure,Action,Indie,VR,Stealth,Singleplayer,Horror,Robots,First-Person,Puzzle,Action-Adventure,FPS,Colorful,Atmospheric,Conspiracy,Dystopian,Sci-fi,Artificial Intelligence,Automation,Capitalism"
Mortal Online 2,"MMORPG,Sandbox,Open World,PvP,Character Customization,RPG,Exploration,First-Person,Swordplay,Medieval,Fantasy,Magic,Crafting,Survival,Adventure,Old School,Massively Multiplayer,Multiplayer,Combat,Gore"
FlatOut 2™,"Racing,Combat Racing,Automobile Sim,Multiplayer,Destruction,Vehicular Combat,Great Soundtrack,Classic,Action,Singleplayer,Music,Driving,Arcade,Physics,Local Multiplayer,Simulation,Atmospheric,Funny,Comedy,Casual"
Manual Samuel - Anniversary Edition,"Dark Humor,Singleplayer,Adventure,Local Co-Op,Funny,Indie,Dark Comedy,Physics,Difficult,Comedy,2D,Intentionally Awkward Controls,Cartoony,Controller"
Cris Tales,"RPG,Adventure,JRPG,Female Protagonist,Action,Turn-Based Combat,Singleplayer,Indie,Cute,Fantasy,Anime,Story Rich,Colorful,Hand-drawn,Time Travel,Time Manipulation,Turn-Based,Turn-Based Strategy,Strategy RPG,Choices Matter"
Torque Drift,"Free to Play,Racing,Multiplayer,Driving,Asynchronous Multiplayer,Controller,Automobile Sim,Realistic,Sports,eSports,PvP,Competitive,Open World,Arcade,3D,Physics,Singleplayer,Building,Addictive,Early Access"
SpaceBourne 2,"Early Access,RPG,Space Sim,Flight,Base Building,3D,First-Person,Third Person,Open World,Lore-Rich,Science,Economy,Space,Political,Management,Building,Mining,War,Strategy,Artificial Intelligence"
WRC 7 FIA World Rally Championship,"Racing,Automobile Sim,Simulation,Offroad,Multiplayer,Driving,Sports,Split Screen,Singleplayer,Realistic,Open World,Arcade,PvP,Massively Multiplayer,Replay Value,Sequel,Turn-Based Tactics,Underwater,Nudity"
Blood Trail,"Gore,Violent,Action,VR,Horror,Early Access,Shooter,Sandbox,Psychological Horror,FPS,Dark,Singleplayer,Realistic,Family Friendly,Multiplayer,Sexual Content,Blood,Nudity"
First Person Tennis - The Real Tennis Simulator,"Tennis,VR,Sports,Indie,Casual,Multiplayer,eSports,6DOF,Immersive Sim,Simulation,First-Person,Early Access,Action,Free to Play,Singleplayer"
Stronghold 3 Gold,"Strategy,City Builder,Medieval,Simulation,RTS,Resource Management,Multiplayer,Historical,Sandbox,Base Building,Singleplayer,Open World,Co-op,Atmospheric,Classic,Building,Survival,Economy,Real-Time,Great Soundtrack"
Realm of the Mad God Exalt,"Pixel Graphics,Action Roguelike,Roguelike,Perma Death,Roguelite,MMORPG,Difficult,Indie,Free to Play,Action RPG,2D,Bullet Hell,RPG,Action,Massively Multiplayer,Multiplayer,Co-op,Adventure,Online Co-Op,Fantasy"
Idle Wizard,"Idler,Free to Play,Clicker,Casual,RPG,Magic"
PULSAR: Lost Colony,"Space,Co-op,Open World,Adventure,Multiplayer,Space Sim,Action,Sci-fi,Online Co-Op,First-Person,Early Access,Indie,VR,Singleplayer,FPS,Colorful,Aliens,Futuristic,Robots,6DOF"
Higurashi When They Cry Hou - Ch.3 Tatarigoroshi,"Visual Novel,Anime,Mystery,Story Rich,Adventure,Psychological,Atmospheric,Dark,Great Soundtrack,Singleplayer,Cute,Cult Classic,Classic,Indie,2D"
Nordic Ashes: Survivors of Ragnarok,"Early Access,Action Roguelike,Roguelite,Bullet Hell,Arena Shooter,Top-Down Shooter,Casual,Top-Down,Action,Action RPG,Exploration,2D,Hero Shooter,Roguelike,Hand-drawn,Procedural Generation,RPG,Strategy,Indie,Perma Death"
Hurtworld,"Survival,FPS,Open World,Multiplayer,Open World Survival Craft,Crafting,Building,PvP,Adventure,Sandbox,Action,Early Access,Co-op,First-Person,Shooter,Simulation,Third Person,Singleplayer,Indie,Cartoony"
Sapiens,"Early Access,City Builder,Colony Sim,God Game,Base Building,Building,Survival,Crafting,Management,Life Sim,Sandbox,Simulation,Strategy,Moddable,Open World,3D,Singleplayer,Adventure,Exploration,Indie"
Fantasy Blacksmith,"Simulation,Indie,Medieval,Magic,Replay Value,Resource Management,Crafting,Management,Atmospheric,RPG,3D,Inventory Management,Mystery,Puzzle,Great Soundtrack,Dark,Singleplayer,Early Access"
Yomi 2,"Early Access,Strategy,Card Battler,Card Game,Turn-Based Strategy,PvE,PvP,Fantasy,Martial Arts,Anime,Colorful,Hand-drawn,Comic Book,Modern,Combat,Turn-Based Combat,Tutorial,Multiplayer,Asynchronous Multiplayer,Singleplayer"
Tanki Online,"Free to Play,Tanks,Action,Multiplayer,Massively Multiplayer,Shooter,Strategy,PvP,Gore,War,Online Co-Op,Team-Based,FPS,Survival,Atmospheric,Story Rich,eSports,Mature,Simulation,Sandbox"
PAC-MAN 256,"Action,Arcade,Retro,Casual,Multiplayer,Singleplayer,Pixel Graphics,Local Multiplayer,Local Co-Op,Classic,4 Player Local,Family Friendly,Roguelike,Memes"
The Jackbox Party Pack 4,"Casual,Trivia,Local Multiplayer,Indie,Strategy,Funny,Multiplayer,Party Game,Party,Comedy,Board Game,Co-op,Family Friendly,Great Soundtrack"
Songs of Syx,"Early Access,City Builder,Colony Sim,Strategy,Base Building,Singleplayer,Grand Strategy,Sandbox,Building,2D,Top-Down,Simulation,Pixel Graphics,Combat,Moddable,Survival,Open World,Medieval,Fantasy,Economy"
Sakura Alien,"Simulation,Anime,Visual Novel,Cute,2D,Comedy,Modern,Romance,Space,Funny,Linear,Text-Based,Multiple Endings,Singleplayer,Sexual Content,Nudity,Hentai"
We. The Revolution,"Historical,Political Sim,Choices Matter,Adventure,Simulation,Singleplayer,Investigation,Strategy,Story Rich,Turn-Based,Crime,Point & Click,Thriller,Mature,Puzzle,Hand-drawn,Visual Novel,Action,Action-Adventure,Crafting"
Sakura Fox Adventure,"Nudity,Simulation,Visual Novel,LGBTQ+,Sexual Content,Anime,Female Protagonist,2D,Hentai,Mature,NSFW,Singleplayer"
Goodbye Deponia,"Adventure,Point & Click,Comedy,Indie,Singleplayer,Puzzle,Funny,Story Rich,Escape Room,Hand-drawn,Classic,2D,Great Soundtrack,Steampunk,Cult Classic,Retro,1990's"
Sword With Sauce,"Action,Violent,Stealth,Ninja,Parkour,First-Person,FPS,Singleplayer,Blood,Gore,Shooter,Casual,Indie,Hack and Slash,Early Access,Difficult,Multiplayer,Strategy,Sandbox,Funny"
Dota Underlords,"Free to Play,Strategy,Casual,Auto Battler,Multiplayer,Tactical,Turn-Based Tactics,Chess,Turn-Based,Mature,Competitive,Fantasy,Card Game,Board Game,Singleplayer,Deckbuilding,PvP,Co-op,Automation,MOBA"
Budget Cuts,"Action,Adventure,VR,Indie,Stealth,Singleplayer,Robots,Horror,Colorful,First-Person,FPS,Psychological Horror,Sci-fi,Atmospheric"
Sakura Sadist,"Sexual Content,Nudity,Visual Novel,Anime,Female Protagonist,Simulation,LGBTQ+,Mature,Hentai,Singleplayer,Cute"
Sakura MMO,"Nudity,Simulation,Visual Novel,Anime,Sexual Content,Female Protagonist,LGBTQ+,MMORPG,Hentai"
Heroes of Hammerwatch,"Roguelite,Action Roguelike,Pixel Graphics,Co-op,RPG,Multiplayer,Dungeon Crawler,Online Co-Op,Indie,Action,Adventure,2D,Procedural Generation,Hack and Slash,Top-Down,Roguelike,Singleplayer,Bullet Hell,Action RPG,Fantasy"
Sakura Forest Girls 2,"Visual Novel,Anime,Simulation,2D,Text-Based,Romance,Funny,Female Protagonist,Linear,Multiple Endings,Singleplayer,Sexual Content,LGBTQ+"
They Always Run,"Ninja,Sci-fi,2D,Platformer,Indie,Singleplayer,2D Platformer,Space,Parkour,Story Rich,Side Scroller,Hack and Slash,Action-Adventure,Action,Hand-drawn,Fantasy,Atmospheric,Metroidvania,Adventure,Shooter"
Stonehearth,"Colony Sim,City Builder,Building,Sandbox,Strategy,Survival,Simulation,Crafting,Voxel,Early Access,Indie,Open World,Singleplayer,RPG,Multiplayer,Management,Fantasy,Cute,Adventure,God Game"
Drift King,"Racing,Driving,Automobile Sim,Co-op,Multiplayer,Online Co-Op,Singleplayer,Sports,Early Access,Arcade,Indie,Immersive Sim,Realistic,Controller,PvP,Third Person,Hentai,3D"
Boyfriend Dungeon,"Comedy,Story Rich,Action Roguelike,Roguelite,Dating Sim,Indie,Action,Hack and Slash,RPG,Singleplayer,LGBTQ+,Choices Matter,Funny,Romance,Anime,Isometric,Action RPG,Roguelike,Dungeon Crawler,Combat"
Vertigo 2,"Indie,VR,Sci-fi,First-Person,Shooter,Female Protagonist,Singleplayer,FPS,Action-Adventure,Aliens,Comedy,Colorful,Adventure,Combat,Action,Lovecraftian,Violent,3D,Gore,Soundtrack"
Midnight Ghost Hunt,"Early Access,Multiplayer,Combat,Team-Based,PvP,FPS,First-Person,Supernatural,Action,Shooter,1990's,Indie,Sci-fi,Comedy,Realistic,Horror,Tactical,3D,Co-op,Third-Person Shooter"
The Backrooms Experiment,"Adventure,Walking Simulator,3D,First-Person,Realistic,Early Access,Indie,Thriller,Survival Horror,Psychological Horror,Perma Death,Nonlinear,Conversation,Co-op,Singleplayer,Online Co-Op,Multiplayer"
Killing Floor: Incursion,"Action,Violent,Gore,VR,Multiplayer,Horror,Zombies,FPS,Co-op,Shooter"
Into The Flames,"Simulation,Action,Casual,Indie,Multiplayer,Third Person,Sandbox,Early Access,FPS,Third-Person Shooter,Immersive Sim,First-Person,Driving,America,Education,Family Friendly,Modern,Open World,PvE,Tutorial"
State of Mind,"Sci-fi,Story Rich,Adventure,Futuristic,Singleplayer,Cyberpunk,Indie,Dystopian,Transhumanism,Sexual Content,Dark,Action,Third Person,Robots,Stylized,Atmospheric,Open World,Interactive Fiction,Drama,Exploration"
Otherworld Legends 战魂铭人,"Co-op,RPG,Action,Roguelike,Pixel Graphics,Multiplayer,Indie,Hack and Slash,Metroidvania,Roguelite,Roguevania,Underground,Dark,Retro,Combat,Perma Death,Controller,Exploration,Singleplayer,Dungeon Crawler"
Mortal Online,"Free to Play,Open World,Massively Multiplayer,Sandbox,RPG,Survival,First-Person,Action,PvP,MMORPG,Medieval,Multiplayer,Nudity,Indie,Crafting,Adventure,FPS,Co-op,Gore,Zombies"
Panzar,"Free to Play,Action,Multiplayer,Massively Multiplayer,RPG,PvP,Fantasy,Third Person,MOBA,Co-op,MMORPG,Gore,PvE,Open World,Survival,Crafting,Adventure,Nudity,Action RPG,Singleplayer"
Sakura Succubus 6,"Simulation,Visual Novel,Anime,Romance,2D,Conversation,Linear,Sexual Content,Singleplayer,Hentai,Nudity,NSFW"
Sakura Gym Girls,"Visual Novel,Simulation,Anime,Romance,Sports,Linear,Text-Based,Singleplayer"
UnderMine,"Action Roguelike,Roguelite,Pixel Graphics,Dungeon Crawler,RPG,Action,Indie,Adventure,Singleplayer,Top-Down,2D,Procedural Generation,Fantasy,Funny,Choices Matter,Story Rich,Retro,Mining,Roguelike,Early Access"
DEEEER Simulator: Your Average Everyday Deer Game,"Exploration,Sandbox,Physics,Funny,Third Person,Cute,Parody,Surreal,Open World,Horses,Action,Simulation,Comedy,Casual,Fantasy,Memes,Adventure,Destruction,Singleplayer,Indie"
Sakura Succubus 3,"Simulation,Visual Novel,Dating Sim,Sexual Content,Nudity,Conversation,Anime,Multiple Endings,Text-Based,Singleplayer,Hentai,Mature,NSFW"
Love Tavern,"Early Access,Sexual Content,Management,Building,Simulation,Time Management,City Builder,Colony Sim,God Game,Dating Sim,Life Sim,Immersive Sim,Collectathon,Resource Management,Cooking,2.5D,Fantasy,Funny,Character Customization,Casual"
